,author_name,published_date,updated_date,like_count,text
1017,Arum,2022-04-12T01:39:39Z,2022-04-12T01:39:39Z,0,Kalianlah yg melanggar hukum
1018,Idi Mujahidi,2022-04-12T01:37:45Z,2022-04-12T01:37:45Z,0,Semangat mahasiswa lanjutkan terus perjuanganmu.... mahasiswa bersatu mantap
1019,tiwul,2022-04-12T01:36:45Z,2022-04-12T01:36:45Z,0,Maju terus mahasiswa....
1020,Hajuding Hajuding,2022-04-12T01:36:35Z,2022-04-12T01:36:35Z,0,Iya terima kasih Ade ade Mahasiswa berhasil membuat Rakyat Indonesia ini semoga bermanfaat Amin Amin rabbal Alamin
1021,Ainiatus Nurvita,2022-04-12T01:36:00Z,2022-04-12T01:36:17Z,1,"Bagi oknum mahasiswa yang anarkis waktu demo, so stupid you are. Kamu bukan mencerminkan kaum terpelajar yang berintelektual. Shame on you"
1022,Paryono Aditia,2022-04-12T01:34:58Z,2022-04-12T01:34:58Z,0,Mahasiswa makasarr norak polll.......jijik liat mahasiswa kaya gtu
1023,Tarmizi Tarmizisempurna,2022-04-12T01:34:00Z,2022-04-12T01:34:00Z,0,Waaah parah juga ya hati&quot; ya adek mahasiswa semoga menjadi pembela rakyat yang kaffah. <br>Jangan lupa...<br>1.minyak goreng..<br>2. Harga kopi saset naik...<br>3. Intermi naik..<br>4. Voucher naik...<br>5. Pertamax naik..<br>6. Harga OTR kreta naik juga..<br>Jangan Sampek mahar juga dinaikkan para calon mertua bisa kacau...
1024,Djisman Sihotang,2022-04-12T01:33:32Z,2022-04-12T01:33:32Z,0,"Mahasiswa bayaran , repot deh."
1025,karel albert,2022-04-12T01:29:48Z,2022-04-12T01:29:48Z,0,Hasilnya senin kebakar.... Inikah ajaran kuliahmu selama ini
1026,Yudi Purnomo,2022-04-12T01:29:35Z,2022-04-12T01:29:35Z,2,"Aparat jangan ragu sikat para pengunjuk rasa yg anarkis,,,pergerakan yg di lakukan para pengunjuk rasa di berbagai daerah bukan atas nama rakyat"
1027,wong alas kidul,2022-04-12T01:28:59Z,2022-04-12T01:28:59Z,3,"Adanya demo karena sudah ada dalam aturan . <br>Ajakan untuk berdemo itu wajar, kenapa jd pelanggaran. <br>Mungkin, premanisme seperti ini yang membuat mereka tidak berharga dimata masyarakat."
1028,ajub riadi,2022-04-12T01:28:40Z,2022-04-12T01:28:40Z,0,"Para pmmpin shrusnya sadar,jngn sampai cm krn sglintir orng negri ini jd kcau."
1029,Rizal denal,2022-04-12T01:28:05Z,2022-04-12T01:28:05Z,0,"terimakasih mahasiswa/wi <br>telah mewakili aspirasi rakyat<br>semangat terus...<br><a href=""http://www.youtube.com/results?search_query=%23jkwout"">#jkwout</a>"
1030,Rada Rada,2022-04-12T01:27:52Z,2022-04-12T01:27:52Z,0,Ga becus ngurus minyak goreng..<br>Malah mau 3 periode...
1031,Anime Id,2022-04-12T01:27:33Z,2022-04-12T01:27:33Z,0,DPR<br>WAKIL RAKYAT ❌<br>WAKIL PARTAI  ✔ <br>WAKIL PENGUSAHA ✔
1032,Yudistira Sugiatmodjo,2022-04-12T01:25:22Z,2022-04-12T01:25:22Z,0,demo di daerah paling mantap
1033,Hendra Puji,2022-04-12T01:23:14Z,2022-04-12T01:23:14Z,0,Sebagian wakil rakyat yg ga punya Akhlak. Sukanya bikin kebijakan yg gaduh. Suruh rapat bahas rakyat biar sejahtera malah tdr
