,author_name,published_date,updated_date,like_count,text
70,HFadiaR,2020-10-20T20:40:39Z,2020-10-20T20:40:39Z,0,klo drafnya dikasihkan ke semua anggota yang hadir dalam rapat Omnibus Law... kerusuhan demo pastinya bisa reda... tapi pemerintah  tertutup terhadap UU Omnibus Law dan cenderung kesannya seolah  UU Omnibus Law baik bagi Indonesia dan pencitraaan....  aku faham orang2 politik kotor semua.... banyak ngibul.... asbun .... lama2 Indonesia habis dijual .....
71,Ali Ya  Bogor,2020-10-20T20:18:44Z,2020-10-20T20:18:44Z,0,"MAHASISWA YANG TIDAK MAU DITANTANG ADU UJI MATERI DI M.K - BERARTI  MEREKA BERDEMO BUKAN UTK KEPENTINGAN BURUH !,   TETAPI MURNI ITU DEMO BAYARAN UNTUK BIKIN RUSUH UNTUK KEPENTINGAN DALANG, YAITU MAKAR  !!"
72,U.J M,2020-10-20T12:15:02Z,2020-10-20T12:15:02Z,0,Sekarang merasakan ngatasi demo sebenarnya ya pak polisi? 1998 ke mana kau
73,fauzal cell service hp,2020-10-20T03:04:39Z,2020-10-20T03:04:39Z,0,Sampai tetes darah terakhirrrr...<br>Merdeka atau Mati....rakyat rakyat harus beratu
74,Bocah Ndablek,2020-10-19T16:26:47Z,2020-10-19T16:26:47Z,0,"Barang siapa yang ikut demo dan berniat meramaikan demo, jika dia seorang muslim maka matinya termasuk mati kafir karena sejatinya demo adalah salah satu tipu daya dan upaya iblis dalam menyesatkan dan memecah belah umat islam. Demo yang diridhoi Allaah itu demo dalam menegakkan agama islam, demo amar makruf nahi mungkar, demo jihad di jalan Allaah. Kalau demo sekarang yang terjadi di Indonesia itu demo yang hukumnya haram dan termasuk demo yang hanya akan memecah belah umat."
75,Bocah Ndablek,2020-10-19T16:20:56Z,2020-10-19T16:20:56Z,0,"Yang demo kebanyakan dirasuki pasukan/anak buah dajjaal. Gak ada namanya demo bagus dan diridhoi Allaah kecuali jihad di jalan Allaah dan menegakkan agama islam. Lha demo yang terjadi di Indonesia saat ini itu haram, hanya akan memecah belah umat."
76,Hambali Bali,2020-10-19T03:13:12Z,2020-10-19T03:13:12Z,0,Pemerintah jangan sampay kalah oleh segeritil orng yg tidak bertangung jawab hidup jokowi
77,Heru Rama,2020-10-18T23:31:53Z,2020-10-18T23:31:53Z,0,"Skrg mereka mengalihkan isu dgn mencari siapa dalang, siapa yg menunggangi, siapa donaturnya, pdhl udah sangat jelas omnibus law lh biang kerok semuanya, k&#39;lo pun ada yg anarkis, saya malah curiga ini sekenario mereka, pemerintah harus tegas memikirkan rakyatnya jgn malah tunduk sm pengusaha, pengusaha hanya berusaha meningkatkan rangking kekayaannya di forbes, tpi buruh hanya berusaha menafkahi keluarga nya, sangat miris bnget, katanya merakyat tpi sangat kejam sm rakyat,"
78,Erwin susanto,2020-10-18T12:13:12Z,2020-10-18T12:13:12Z,0,"Semoga secepatnya kalian di pecat, amin."
79,jefri louis,2020-10-18T04:59:26Z,2020-10-18T04:59:26Z,0,Idiot country...welcome corona
